loan_id,customer_id,branch_id,loan_type,loan_amount,tenure_months,interest_rate,disbursement_date,loan_status
LN007750,CUST06089,BR017,Personal Loan,542000,24,20.46,2023-06-14,Closed
LN007751,CUST00955,BR020,Personal Loan,1195000,18,21.59,2023-02-14,Active
LN007752,CUST02675,BR034,Personal Loan,69000,12,10.6,2023-10-09,Active
LN007753,CUST07751,BR003,Personal Loan,366000,36,12.28,2022-01-18,Closed
LN007754,CUST01868,BR013,Two-Wheeler Loan,396000,60,17.73,2021-04-24,Active
LN007755,CUST00213,BR009,Consumer Durable,83000,48,15.09,2021-11-07,Written-Off
LN007756,CUST02249,BR011,Personal Loan,53000,48,20.23,2023-09-10,Active
LN007757,CUST06521,BR030,Personal Loan,934000,60,12.83,2023-02-24,Closed
LN007758,CUST00273,BR039,Personal Loan,237000,24,23.87,2023-06-09,Closed
LN007759,CUST05162,BR033,Two-Wheeler Loan,49000,36,18.58,2021-07-04,Written-Off
LN007760,CUST00967,BR033,Personal Loan,164000,24,19.57,2022-12-26,Closed
LN007761,CUST01742,BR031,Personal Loan,439000,18,13.68,2023-03-15,Active
LN007762,CUST05257,BR007,Two-Wheeler Loan,1483000,36,12.0,2022-05-06,Active
LN007763,CUST02291,BR017,Personal Loan,239000,12,12.39,2022-10-09,Closed
LN007764,CUST01476,BR004,Consumer Durable,705000,60,19.98,2021-05-24,Written-Off
LN007765,CUST07562,BR012,Personal Loan,79000,24,13.66,2023-02-10,Active
LN007766,CUST06980,BR009,Personal Loan,783000,18,21.07,2021-08-04,Closed
LN007767,CUST07381,BR010,Personal Loan,66000,18,20.06,2022-04-10,Active
LN007768,CUST05964,BR022,Personal Loan,1162000,18,10.59,2022-07-17,Closed
LN007769,CUST04827,BR036,Personal Loan,82000,60,21.41,2021-12-25,Active
LN007770,CUST05904,BR007,Personal Loan,873000,60,20.45,2021-11-02,Active
LN007771,CUST07550,BR029,Two-Wheeler Loan,1270000,18,12.23,2022-06-19,Active
LN007772,CUST06145,BR019,Personal Loan,868000,12,22.85,2023-05-24,Active
LN007773,CUST00570,BR006,Personal Loan,1200000,18,18.04,2021-09-22,Active
LN007774,CUST07915,BR009,Personal Loan,979000,36,21.76,2022-10-30,Closed
LN007775,CUST05991,BR025,Personal Loan,261000,12,18.93,2021-05-29,Active
LN007776,CUST01653,BR012,Two-Wheeler Loan,39000,60,16.45,2021-05-28,Closed
LN007777,CUST05909,BR022,Consumer Durable,1341000,12,23.57,2021-10-14,Closed
LN007778,CUST05976,BR006,Consumer Durable,488000,12,18.03,2023-12-23,Closed
LN007779,CUST02056,BR016,Personal Loan,471000,12,23.64,2021-07-16,Closed
LN007780,CUST03572,BR005,Personal Loan,146000,12,18.96,2023-04-30,Closed
LN007781,CUST07579,BR013,Two-Wheeler Loan,1022000,24,17.0,2022-02-03,Active
LN007782,CUST07774,BR040,Personal Loan,1143000,12,20.6,2023-10-26,Written-Off
LN007783,CUST00880,BR014,Consumer Durable,298000,48,10.69,2022-04-22,Written-Off
LN007784,CUST04011,BR001,Two-Wheeler Loan,534000,12,23.18,2023-08-26,Closed
LN007785,CUST03767,BR036,Consumer Durable,131000,18,16.55,2021-01-20,Written-Off
LN007786,CUST02762,BR033,Consumer Durable,81000,18,18.12,2022-04-04,Closed
LN007787,CUST06923,BR020,Personal Loan,430000,12,17.06,2022-01-12,Active
LN007788,CUST00837,BR001,Personal Loan,924000,12,19.15,2023-02-03,Active
LN007789,CUST02310,BR009,Personal Loan,878000,24,15.03,2023-12-04,Active
LN007790,CUST03561,BR015,Consumer Durable,383000,18,12.04,2023-11-22,Active
LN007791,CUST07065,BR010,Personal Loan,297000,24,10.82,2021-06-29,Closed
LN007792,CUST00702,BR032,Consumer Durable,97000,18,13.02,2023-07-31,Closed
LN007793,CUST06449,BR029,Two-Wheeler Loan,1429000,18,22.15,2023-12-29,Closed
LN007794,CUST07037,BR014,Personal Loan,49000,36,18.99,2023-09-24,Closed
LN007795,CUST06877,BR028,Personal Loan,234000,36,12.64,2021-03-15,Closed
LN007796,CUST03677,BR035,Personal Loan,402000,60,12.11,2021-08-10,Closed
LN007797,CUST05813,BR002,Personal Loan,611000,18,20.81,2023-12-16,Active
LN007798,CUST06480,BR020,Personal Loan,26000,12,12.01,2022-04-02,Active
LN007799,CUST06577,BR030,Two-Wheeler Loan,860000,24,11.32,2022-12-09,Closed
LN007800,CUST04366,BR009,Personal Loan,362000,24,18.93,2021-07-05,Written-Off
LN007801,CUST07344,BR034,Personal Loan,141000,18,15.93,2023-01-17,Active
LN007802,CUST02418,BR007,Personal Loan,34000,36,11.85,2023-11-23,Closed
LN007803,CUST04708,BR032,Two-Wheeler Loan,86000,18,20.64,2022-06-16,Closed
LN007804,CUST02378,BR037,Two-Wheeler Loan,558000,60,17.11,2022-01-19,Active
LN007805,CUST06320,BR031,Two-Wheeler Loan,89000,24,17.63,2021-07-14,Active
LN007806,CUST04603,BR010,Personal Loan,202000,12,10.59,2023-03-24,Active
LN007807,CUST00805,BR011,Personal Loan,336000,48,18.38,2023-12-13,Active
LN007808,CUST07895,BR019,Consumer Durable,68000,12,18.98,2022-03-06,Closed
LN007809,CUST06971,BR020,Personal Loan,498000,36,19.83,2022-06-18,Active
LN007810,CUST00024,BR018,Personal Loan,1171000,60,13.37,2021-08-26,Active
LN007811,CUST04956,BR003,Two-Wheeler Loan,436000,36,10.51,2022-11-19,Active
LN007812,CUST00596,BR020,Consumer Durable,1116000,60,23.37,2023-08-01,Active
LN007813,CUST07801,BR027,Personal Loan,224000,48,21.29,2023-11-09,Closed
LN007814,CUST00519,BR001,Two-Wheeler Loan,41000,12,23.76,2021-11-03,Active
LN007815,CUST00771,BR033,Personal Loan,233000,12,23.06,2023-10-14,Active
LN007816,CUST01963,BR024,Personal Loan,123000,24,17.16,2021-07-02,Written-Off
LN007817,CUST04921,BR030,Personal Loan,235000,36,15.3,2023-09-13,Active
LN007818,CUST03217,BR029,Personal Loan,368000,18,20.53,2021-02-02,Active
LN007819,CUST00731,BR010,Personal Loan,57000,18,23.71,2022-04-05,Written-Off
LN007820,CUST00439,BR023,Personal Loan,783000,18,14.19,2022-12-24,Written-Off
LN007821,CUST04508,BR035,Personal Loan,55000,18,18.03,2023-08-16,Active
LN007822,CUST06723,BR024,Consumer Durable,96000,36,15.02,2023-07-13,Active
LN007823,CUST07876,BR015,Personal Loan,49000,48,11.49,2023-01-08,Active
LN007824,CUST01019,BR038,Two-Wheeler Loan,60000,60,21.06,2021-12-15,Active
LN007825,CUST04035,BR022,Personal Loan,200000,60,23.93,2023-04-06,Closed
LN007826,CUST01878,BR002,Consumer Durable,49000,18,20.98,2021-12-24,Active
LN007827,CUST06493,BR025,Two-Wheeler Loan,1177000,18,20.85,2023-02-21,Active
LN007828,CUST00004,BR022,Personal Loan,46000,60,15.34,2023-07-23,Closed
LN007829,CUST07135,BR026,Consumer Durable,1117000,48,14.56,2022-04-18,Active
LN007830,CUST06404,BR023,Two-Wheeler Loan,1380000,36,20.99,2021-03-07,Active
LN007831,CUST07303,BR020,Two-Wheeler Loan,166000,24,15.61,2023-05-29,Closed
LN007832,CUST03261,BR011,Personal Loan,96000,36,16.05,2022-01-02,Closed
LN007833,CUST01003,BR020,Two-Wheeler Loan,31000,48,23.94,2023-11-07,Written-Off
LN007834,CUST04157,BR027,Personal Loan,65000,60,11.37,2022-07-21,Active
LN007835,CUST04776,BR026,Consumer Durable,927000,24,13.64,2021-08-22,Active
LN007836,CUST05764,BR001,Personal Loan,314000,48,22.88,2023-01-19,Active
LN007837,CUST03125,BR021,Two-Wheeler Loan,380000,12,15.41,2022-02-03,Active
LN007838,CUST00310,BR037,Personal Loan,632000,18,22.45,2022-12-25,Active
LN007839,CUST04694,BR012,Personal Loan,79000,24,12.55,2023-08-06,Active
LN007840,CUST02774,BR010,Personal Loan,597000,12,12.46,2021-06-28,Active
LN007841,CUST02742,BR002,Consumer Durable,1088000,36,12.79,2022-05-14,Active
LN007842,CUST00386,BR019,Personal Loan,56000,18,13.7,2023-09-23,Active
LN007843,CUST03752,BR034,Personal Loan,322000,36,14.11,2023-06-12,Closed
LN007844,CUST07884,BR006,Consumer Durable,1379000,12,23.4,2022-02-11,Active
LN007845,CUST01356,BR040,Personal Loan,52000,24,21.47,2022-02-11,Active
LN007846,CUST06638,BR016,Personal Loan,464000,48,20.59,2023-01-11,Active
LN007847,CUST06199,BR034,Consumer Durable,1126000,48,21.7,2023-09-15,Active
LN007848,CUST02440,BR022,Personal Loan,133000,24,16.27,2021-08-22,Active
LN007849,CUST02724,BR004,Personal Loan,387000,18,19.25,2023-09-04,Written-Off
LN007850,CUST06270,BR039,Personal Loan,177000,36,13.96,2021-01-06,Active
LN007851,CUST02579,BR026,Personal Loan,661000,48,11.14,2021-12-04,Active
LN007852,CUST01849,BR013,Personal Loan,677000,12,14.97,2021-05-20,Written-Off
LN007853,CUST01417,BR023,Personal Loan,1042000,60,18.6,2022-04-27,Active
LN007854,CUST06620,BR016,Consumer Durable,430000,12,11.26,2022-07-01,Closed
LN007855,CUST05222,BR025,Two-Wheeler Loan,392000,36,12.37,2023-02-10,Closed
LN007856,CUST05551,BR037,Personal Loan,366000,60,21.01,2022-05-25,Active
LN007857,CUST01264,BR023,Personal Loan,582000,18,23.48,2023-12-02,Written-Off
LN007858,CUST01675,BR031,Personal Loan,49000,60,11.82,2022-04-09,Active
LN007859,CUST03584,BR028,Personal Loan,842000,48,14.21,2021-11-03,Active
LN007860,CUST06302,BR003,Personal Loan,1211000,36,16.31,2021-01-19,Closed
LN007861,CUST00563,BR034,Consumer Durable,1362000,12,14.28,2023-05-19,Closed
LN007862,CUST00190,BR015,Personal Loan,74000,60,14.0,2023-10-07,Active
LN007863,CUST04431,BR015,Consumer Durable,298000,24,22.73,2023-08-22,Closed
LN007864,CUST02268,BR040,Personal Loan,177000,36,14.88,2022-02-15,Written-Off
LN007865,CUST06997,BR028,Personal Loan,652000,18,19.71,2022-12-28,Active
LN007866,CUST04486,BR024,Consumer Durable,56000,12,11.76,2021-02-23,Closed
LN007867,CUST01467,BR021,Personal Loan,88000,24,21.49,2021-10-27,Closed
LN007868,CUST04594,BR034,Personal Loan,824000,24,20.76,2022-02-06,Active
LN007869,CUST06055,BR029,Personal Loan,244000,18,17.26,2022-02-24,Closed
LN007870,CUST01348,BR014,Personal Loan,1273000,18,11.1,2022-01-08,Active
LN007871,CUST01734,BR016,Personal Loan,50000,60,16.41,2021-04-14,Closed
LN007872,CUST03822,BR010,Personal Loan,924000,24,11.28,2021-02-17,Active
LN007873,CUST07411,BR010,Personal Loan,1203000,48,19.85,2023-10-28,Written-Off
LN007874,CUST02586,BR029,Two-Wheeler Loan,704000,60,16.39,2022-10-13,Closed
LN007875,CUST06163,BR034,Personal Loan,81000,18,22.7,2022-04-02,Active
LN007876,CUST05528,BR029,Consumer Durable,80000,60,20.09,2021-09-18,Written-Off
LN007877,CUST04106,BR025,Two-Wheeler Loan,892000,36,20.61,2021-09-23,Active
LN007878,CUST00055,BR031,Personal Loan,483000,12,13.08,2021-12-09,Active
LN007879,CUST00319,BR002,Consumer Durable,302000,48,15.09,2022-06-22,Closed
LN007880,CUST01830,BR015,Consumer Durable,51000,12,22.13,2021-07-13,Active
LN007881,CUST03957,BR015,Two-Wheeler Loan,647000,24,14.81,2021-08-12,Closed
LN007882,CUST01698,BR017,Two-Wheeler Loan,1439000,12,22.37,2021-11-09,Closed
LN007883,CUST05563,BR023,Personal Loan,706000,36,12.68,2022-12-06,Closed
LN007884,CUST01163,BR040,Consumer Durable,789000,48,13.16,2022-07-06,Active
LN007885,CUST04763,BR023,Personal Loan,70000,12,12.15,2022-02-14,Closed
LN007886,CUST00307,BR040,Consumer Durable,1337000,24,11.47,2021-03-27,Written-Off
LN007887,CUST03008,BR032,Personal Loan,704000,48,10.64,2022-01-07,Active
LN007888,CUST05754,BR021,Personal Loan,1228000,18,18.3,2021-03-22,Written-Off
LN007889,CUST03626,BR013,Two-Wheeler Loan,417000,18,19.27,2023-05-27,Active
LN007890,CUST06816,BR018,Personal Loan,173000,48,19.18,2021-11-13,Active
LN007891,CUST04419,BR036,Personal Loan,75000,48,12.84,2021-12-02,Closed
LN007892,CUST02697,BR018,Personal Loan,1398000,60,22.24,2021-01-23,Closed
LN007893,CUST02393,BR004,Personal Loan,808000,12,12.5,2022-01-10,Closed
LN007894,CUST07767,BR008,Consumer Durable,185000,60,21.41,2021-03-09,Closed
LN007895,CUST07981,BR028,Personal Loan,52000,24,17.05,2021-06-09,Closed
LN007896,CUST05554,BR008,Personal Loan,360000,24,18.01,2022-12-30,Active
LN007897,CUST07960,BR025,Personal Loan,628000,12,16.32,2023-04-14,Active
LN007898,CUST00723,BR001,Two-Wheeler Loan,165000,24,21.58,2023-02-13,Written-Off
LN007899,CUST02470,BR010,Personal Loan,816000,48,20.09,2023-05-15,Active
LN007900,CUST04457,BR005,Personal Loan,54000,12,14.3,2023-11-06,Active
LN007901,CUST07096,BR020,Two-Wheeler Loan,143000,24,21.88,2023-01-03,Closed
LN007902,CUST03608,BR005,Personal Loan,44000,24,17.42,2022-08-23,Active
LN007903,CUST06926,BR011,Personal Loan,1477000,36,15.75,2022-10-18,Active
LN007904,CUST00695,BR038,Two-Wheeler Loan,72000,12,15.03,2022-04-08,Active
LN007905,CUST07464,BR002,Personal Loan,1313000,12,19.65,2021-03-23,Active
LN007906,CUST07492,BR031,Consumer Durable,183000,48,23.54,2022-03-22,Active
LN007907,CUST01546,BR035,Personal Loan,36000,18,17.16,2021-04-06,Active
LN007908,CUST00550,BR026,Consumer Durable,306000,60,20.71,2021-03-22,Active
LN007909,CUST06954,BR018,Personal Loan,107000,12,15.68,2022-09-01,Active
LN007910,CUST01016,BR026,Personal Loan,85000,18,19.0,2021-10-20,Closed
LN007911,CUST04153,BR013,Personal Loan,101000,48,15.13,2021-07-31,Active
LN007912,CUST00349,BR019,Personal Loan,110000,48,11.31,2023-05-27,Written-Off
LN007913,CUST02223,BR039,Two-Wheeler Loan,576000,18,21.48,2023-11-04,Closed
LN007914,CUST07314,BR015,Consumer Durable,1248000,12,10.69,2022-06-11,Closed
LN007915,CUST07749,BR015,Personal Loan,1426000,24,16.73,2023-02-21,Written-Off
LN007916,CUST07910,BR036,Consumer Durable,406000,24,22.69,2021-09-21,Active
LN007917,CUST02310,BR028,Personal Loan,598000,18,10.76,2023-07-04,Written-Off
LN007918,CUST01197,BR006,Consumer Durable,48000,48,15.02,2021-02-09,Closed
LN007919,CUST07836,BR004,Personal Loan,233000,24,22.55,2022-09-15,Closed
LN007920,CUST00935,BR006,Personal Loan,58000,24,11.17,2021-11-17,Closed
LN007921,CUST04621,BR036,Two-Wheeler Loan,49000,18,23.31,2023-04-30,Written-Off
LN007922,CUST06731,BR013,Two-Wheeler Loan,249000,36,15.98,2023-06-20,Active
LN007923,CUST03160,BR027,Consumer Durable,116000,18,12.53,2023-07-12,Written-Off
LN007924,CUST07160,BR009,Personal Loan,363000,60,15.78,2023-05-01,Closed
LN007925,CUST06634,BR004,Personal Loan,730000,12,20.23,2021-07-03,Active
LN007926,CUST06887,BR011,Two-Wheeler Loan,58000,12,19.37,2023-02-03,Active
LN007927,CUST01963,BR013,Personal Loan,68000,36,20.99,2023-03-11,Closed
LN007928,CUST01283,BR023,Personal Loan,67000,60,19.26,2023-12-06,Closed
LN007929,CUST06741,BR029,Consumer Durable,448000,36,11.92,2023-03-24,Active
LN007930,CUST02597,BR032,Consumer Durable,646000,24,15.24,2022-05-03,Active
LN007931,CUST02140,BR007,Personal Loan,32000,18,14.67,2021-09-29,Closed
LN007932,CUST06657,BR030,Consumer Durable,48000,18,13.59,2023-12-18,Written-Off
LN007933,CUST07836,BR025,Two-Wheeler Loan,540000,48,22.83,2022-07-02,Active
LN007934,CUST06786,BR005,Two-Wheeler Loan,38000,18,12.27,2021-08-18,Written-Off
LN007935,CUST02569,BR031,Two-Wheeler Loan,193000,24,13.69,2022-03-02,Active
LN007936,CUST06528,BR032,Two-Wheeler Loan,184000,60,20.51,2023-01-17,Closed
LN007937,CUST00633,BR026,Personal Loan,33000,12,19.57,2021-06-01,Active
LN007938,CUST02877,BR030,Personal Loan,81000,12,10.83,2023-04-14,Active
LN007939,CUST00700,BR017,Consumer Durable,661000,12,20.08,2022-01-29,Active
LN007940,CUST01151,BR013,Two-Wheeler Loan,1291000,24,23.33,2023-07-23,Written-Off
LN007941,CUST00254,BR027,Personal Loan,79000,18,22.54,2021-11-18,Active
LN007942,CUST03008,BR007,Personal Loan,1305000,36,10.99,2023-05-15,Closed
LN007943,CUST07378,BR024,Two-Wheeler Loan,62000,36,16.82,2022-09-30,Active
LN007944,CUST05230,BR021,Personal Loan,40000,24,18.3,2022-01-06,Written-Off
LN007945,CUST05830,BR024,Personal Loan,89000,18,12.57,2023-08-25,Closed
LN007946,CUST03342,BR037,Personal Loan,95000,48,19.69,2022-01-08,Written-Off
LN007947,CUST00667,BR007,Consumer Durable,156000,24,14.1,2021-08-19,Closed
LN007948,CUST06921,BR005,Personal Loan,307000,48,20.84,2021-04-25,Closed
LN007949,CUST00074,BR030,Personal Loan,60000,60,17.94,2021-06-02,Active
LN007950,CUST04226,BR032,Personal Loan,460000,12,18.11,2023-03-18,Active
LN007951,CUST06791,BR040,Personal Loan,1073000,36,19.64,2023-06-19,Closed
LN007952,CUST05550,BR001,Personal Loan,1386000,24,16.92,2021-05-28,Closed
LN007953,CUST00246,BR020,Personal Loan,319000,48,17.74,2023-12-02,Written-Off
LN007954,CUST02003,BR031,Two-Wheeler Loan,44000,48,19.48,2021-07-19,Active
LN007955,CUST04879,BR005,Personal Loan,90000,12,17.08,2022-12-15,Closed
LN007956,CUST00789,BR025,Two-Wheeler Loan,62000,36,14.04,2023-12-28,Closed
LN007957,CUST06640,BR026,Personal Loan,55000,18,16.62,2023-01-08,Closed
LN007958,CUST07570,BR036,Personal Loan,366000,36,18.23,2022-09-19,Active
LN007959,CUST06543,BR037,Personal Loan,66000,36,12.63,2022-08-06,Closed
LN007960,CUST01877,BR020,Personal Loan,1465000,18,15.15,2021-07-06,Closed
LN007961,CUST01600,BR024,Two-Wheeler Loan,1321000,60,20.1,2021-11-17,Active
LN007962,CUST07484,BR027,Personal Loan,27000,12,11.93,2022-01-22,Active
LN007963,CUST04938,BR012,Personal Loan,365000,24,15.13,2021-12-25,Active
LN007964,CUST07407,BR023,Personal Loan,1413000,18,15.14,2021-12-25,Active
LN007965,CUST00675,BR019,Personal Loan,529000,60,21.89,2021-04-08,Closed
LN007966,CUST04085,BR022,Personal Loan,975000,12,11.13,2021-04-14,Closed
LN007967,CUST04289,BR034,Personal Loan,62000,24,22.51,2022-12-13,Active
LN007968,CUST05542,BR010,Two-Wheeler Loan,289000,48,14.68,2022-10-12,Written-Off
LN007969,CUST05162,BR008,Consumer Durable,1407000,36,19.02,2021-09-21,Closed
LN007970,CUST05698,BR021,Personal Loan,53000,12,13.5,2023-05-12,Active
LN007971,CUST02957,BR039,Personal Loan,82000,12,22.8,2022-10-12,Active
LN007972,CUST06462,BR003,Personal Loan,29000,48,17.93,2023-08-30,Active
LN007973,CUST00500,BR002,Personal Loan,428000,36,21.91,2021-12-30,Closed
LN007974,CUST03393,BR002,Personal Loan,353000,36,15.22,2022-01-04,Active
LN007975,CUST01061,BR027,Consumer Durable,117000,36,15.74,2023-05-03,Written-Off
LN007976,CUST00659,BR030,Personal Loan,1398000,24,15.3,2021-07-09,Closed
LN007977,CUST06471,BR014,Personal Loan,238000,18,14.1,2023-06-18,Closed
LN007978,CUST01292,BR040,Personal Loan,1495000,12,17.62,2022-07-30,Active
LN007979,CUST00645,BR020,Personal Loan,1474000,36,20.81,2023-08-28,Closed
LN007980,CUST05183,BR010,Personal Loan,1428000,48,15.92,2023-08-18,Active
LN007981,CUST02151,BR026,Personal Loan,1313000,12,17.72,2023-08-27,Active
LN007982,CUST04561,BR010,Personal Loan,354000,24,10.91,2022-12-18,Closed
LN007983,CUST00563,BR010,Consumer Durable,586000,12,14.93,2022-08-16,Closed
LN007984,CUST00717,BR022,Personal Loan,718000,18,13.46,2022-09-21,Active
LN007985,CUST00875,BR022,Personal Loan,166000,12,14.48,2023-07-22,Closed
LN007986,CUST01166,BR024,Consumer Durable,750000,18,22.62,2023-08-22,Active
LN007987,CUST06114,BR006,Personal Loan,289000,18,10.94,2022-10-03,Written-Off
LN007988,CUST00431,BR012,Personal Loan,68000,12,21.77,2023-03-01,Active
LN007989,CUST07793,BR032,Two-Wheeler Loan,578000,24,16.29,2021-06-07,Closed
LN007990,CUST02764,BR030,Consumer Durable,92000,24,21.85,2022-07-22,Active
LN007991,CUST04579,BR014,Personal Loan,1165000,18,23.68,2021-05-28,Written-Off
LN007992,CUST01534,BR014,Two-Wheeler Loan,115000,48,18.02,2022-07-26,Closed
LN007993,CUST03046,BR018,Personal Loan,490000,60,10.54,2021-06-05,Active
LN007994,CUST01881,BR022,Two-Wheeler Loan,1462000,36,20.06,2023-03-31,Closed
LN007995,CUST01054,BR020,Two-Wheeler Loan,87000,18,22.58,2022-06-13,Active
LN007996,CUST06668,BR017,Consumer Durable,236000,24,11.58,2021-10-04,Active
LN007997,CUST02387,BR027,Personal Loan,852000,36,17.37,2021-09-14,Closed
LN007998,CUST07818,BR034,Two-Wheeler Loan,91000,48,16.92,2021-09-24,Active
LN007999,CUST04495,BR006,Two-Wheeler Loan,494000,18,17.73,2023-11-10,Closed
LN008000,CUST00747,BR013,Personal Loan,46000,48,12.56,2021-12-04,Closed
LN008001,CUST01881,BR022,Consumer Durable,73000,60,23.02,2023-01-28,Closed
LN008002,CUST00902,BR017,Personal Loan,455000,60,10.71,2023-08-19,Closed
LN008003,CUST03960,BR019,Personal Loan,60000,18,20.43,2023-03-23,Active
LN008004,CUST00251,BR001,Personal Loan,914000,12,23.23,2021-05-16,Written-Off
LN008005,CUST04740,BR020,Consumer Durable,315000,48,13.23,2021-05-02,Closed
LN008006,CUST03379,BR019,Personal Loan,76000,36,15.99,2022-05-06,Closed
LN008007,CUST00123,BR002,Personal Loan,1109000,48,18.34,2022-04-08,Closed
LN008008,CUST05808,BR026,Personal Loan,485000,36,11.09,2023-03-07,Active
LN008009,CUST06019,BR028,Two-Wheeler Loan,1019000,60,17.84,2022-05-09,Closed
LN008010,CUST02597,BR019,Personal Loan,97000,60,20.33,2021-07-27,Closed
LN008011,CUST06615,BR004,Personal Loan,119000,60,19.91,2021-05-10,Written-Off
LN008012,CUST06292,BR008,Personal Loan,854000,12,23.64,2021-05-13,Active
LN008013,CUST04815,BR031,Personal Loan,393000,60,12.52,2021-07-26,Closed
LN008014,CUST00671,BR015,Personal Loan,79000,36,14.49,2021-04-12,Active
LN008015,CUST07215,BR035,Personal Loan,100000,24,12.0,2023-10-28,Closed
LN008016,CUST02897,BR034,Two-Wheeler Loan,893000,36,21.55,2023-01-28,Active
LN008017,CUST04027,BR002,Personal Loan,182000,48,17.33,2023-11-13,Closed
LN008018,CUST00104,BR014,Two-Wheeler Loan,421000,48,21.08,2023-04-09,Written-Off
LN008019,CUST05340,BR020,Personal Loan,27000,60,19.29,2022-09-13,Active
LN008020,CUST00109,BR021,Personal Loan,38000,60,17.91,2021-04-17,Closed
LN008021,CUST02231,BR036,Personal Loan,810000,36,22.37,2021-03-23,Active
LN008022,CUST06756,BR008,Consumer Durable,77000,24,14.57,2021-02-01,Active
LN008023,CUST00030,BR018,Two-Wheeler Loan,263000,18,16.79,2021-10-30,Active
LN008024,CUST06454,BR013,Consumer Durable,260000,48,20.08,2021-03-31,Written-Off
LN008025,CUST00733,BR039,Consumer Durable,209000,18,22.94,2022-09-28,Written-Off
LN008026,CUST03912,BR013,Two-Wheeler Loan,779000,18,11.64,2022-12-27,Closed
LN008027,CUST00265,BR037,Consumer Durable,67000,36,19.62,2023-07-15,Closed
LN008028,CUST02073,BR001,Consumer Durable,1498000,36,15.91,2021-11-02,Active
LN008029,CUST01941,BR011,Personal Loan,470000,48,18.21,2022-05-16,Closed
LN008030,CUST01519,BR016,Consumer Durable,462000,60,13.66,2021-03-18,Active
LN008031,CUST05699,BR017,Personal Loan,47000,24,15.25,2022-06-10,Active
LN008032,CUST05896,BR031,Personal Loan,1135000,24,23.35,2022-04-20,Closed
LN008033,CUST00891,BR011,Personal Loan,761000,12,22.56,2021-03-29,Closed
LN008034,CUST01103,BR003,Personal Loan,1210000,12,16.25,2023-06-22,Closed
LN008035,CUST02639,BR038,Personal Loan,356000,48,13.56,2022-08-25,Closed
LN008036,CUST00878,BR040,Personal Loan,51000,12,18.05,2021-02-19,Active
LN008037,CUST06119,BR020,Personal Loan,256000,12,21.68,2023-05-21,Active
LN008038,CUST07150,BR022,Personal Loan,872000,60,17.79,2023-12-23,Active
LN008039,CUST04718,BR023,Personal Loan,97000,48,18.73,2023-03-16,Active
LN008040,CUST02316,BR002,Two-Wheeler Loan,95000,12,23.65,2021-10-01,Written-Off
LN008041,CUST01863,BR015,Personal Loan,983000,24,12.63,2021-12-06,Active
LN008042,CUST03868,BR018,Personal Loan,196000,24,18.24,2021-07-05,Closed
LN008043,CUST01458,BR010,Consumer Durable,1478000,48,19.91,2023-06-25,Written-Off
LN008044,CUST05026,BR023,Two-Wheeler Loan,718000,48,12.74,2021-12-16,Closed
LN008045,CUST06590,BR037,Personal Loan,96000,24,19.24,2022-08-24,Active
LN008046,CUST00742,BR021,Personal Loan,37000,18,11.08,2023-08-16,Active
LN008047,CUST05150,BR035,Consumer Durable,1104000,36,16.41,2023-04-18,Closed
LN008048,CUST05177,BR008,Personal Loan,198000,18,15.27,2022-01-28,Active
LN008049,CUST04819,BR038,Personal Loan,135000,48,13.85,2023-06-30,Active
LN008050,CUST06973,BR001,Consumer Durable,739000,12,23.29,2022-12-22,Active
LN008051,CUST07870,BR025,Personal Loan,930000,24,14.65,2023-06-12,Closed
LN008052,CUST07435,BR021,Two-Wheeler Loan,374000,18,13.32,2022-09-01,Active
LN008053,CUST07645,BR025,Consumer Durable,27000,24,23.39,2023-02-25,Active
LN008054,CUST06398,BR022,Personal Loan,1089000,12,11.99,2023-01-02,Active
LN008055,CUST02718,BR002,Consumer Durable,949000,60,22.2,2022-09-04,Closed
LN008056,CUST01130,BR038,Personal Loan,28000,18,22.04,2023-10-29,Active
LN008057,CUST00825,BR001,Consumer Durable,448000,60,13.37,2023-11-04,Written-Off
LN008058,CUST05599,BR031,Personal Loan,40000,48,20.2,2021-08-01,Closed
LN008059,CUST07808,BR027,Personal Loan,452000,24,10.52,2022-03-08,Closed
LN008060,CUST06549,BR039,Personal Loan,61000,18,20.01,2021-11-12,Active
LN008061,CUST03761,BR003,Two-Wheeler Loan,963000,12,15.48,2023-10-13,Closed
LN008062,CUST06799,BR032,Personal Loan,805000,12,20.26,2021-10-24,Closed
LN008063,CUST07489,BR013,Personal Loan,62000,12,19.5,2021-04-16,Written-Off
LN008064,CUST02110,BR025,Personal Loan,1237000,24,12.12,2022-09-26,Active
LN008065,CUST01481,BR005,Personal Loan,489000,24,11.23,2022-12-07,Active
LN008066,CUST01501,BR039,Personal Loan,452000,48,10.71,2021-08-09,Written-Off
LN008067,CUST02271,BR031,Consumer Durable,737000,48,17.45,2023-11-15,Closed
LN008068,CUST06462,BR030,Two-Wheeler Loan,65000,24,11.06,2023-07-16,Active
LN008069,CUST00352,BR019,Personal Loan,35000,18,17.48,2021-08-03,Active
LN008070,CUST06374,BR040,Personal Loan,1145000,24,16.77,2021-11-27,Closed
LN008071,CUST01042,BR004,Personal Loan,397000,12,16.06,2022-05-11,Active
LN008072,CUST02195,BR039,Two-Wheeler Loan,229000,60,19.41,2023-03-16,Active
